,json,hash,add,end,will_be_funded,yes,no,abstain,votes,fund,year
30,"{'hash': 'ba13b25c5d0eef1acb17496352441261051df5ddc65ae0d5627d0e217d3147ca', 'name': 'dash-ninja-2022', 'url': 'www.dashcentral.org/p/dash-ninja-2022', 'dw_url': 'https://www.dashcentral.org/p/dash-ninja-2022', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-ninja-2022#comments', 'title': 'Dash Ninja Funding 2022', 'date_added': '2022-05-17 11:35:01', 'date_added_human': '11 months ago', 'date_end': '2022-06-11 20:41:14', 'voting_deadline': '2022-06-25 20:20:35', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 60, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 532, 'no': 1, 'abstain': 9, 'order': 31, 'comment_amount': 16, 'owner_username': 'elberethzone'}",ba13b25c5d0eef1acb17496352441261051df5ddc65ae0d5627d0e217d3147ca,2022-05-17 11:35:01,2022-06-25 20:20:35,True,532,1,9,542,60.0,2022
31,"{'hash': '36d76e53c30904d034f72a4e01b515036a67eeaff1e727e3a3d276b9f3fc22a7', 'name': 'CrowdNode-jun2022-aug2022', 'url': 'crowdnode.io/', 'dw_url': 'https://www.dashcentral.org/p/CrowdNode-jun2022-aug2022', 'dw_url_comments': 'https://www.dashcentral.org/p/CrowdNode-jun2022-aug2022#comments', 'title': 'CrowdNode, June 2022 - August 2022', 'date_added': '2022-05-07 12:00:01', 'date_added_human': '11 months ago', 'date_end': '2022-08-10 07:28:42', 'voting_deadline': '2022-06-25 20:20:35', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 185, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 847, 'no': 59, 'abstain': 11, 'order': 32, 'comment_amount': 8, 'owner_username': 'CrowdNode'}",36d76e53c30904d034f72a4e01b515036a67eeaff1e727e3a3d276b9f3fc22a7,2022-05-07 12:00:01,2022-06-25 20:20:35,True,847,59,11,917,185.0,2022
32,"{'hash': '6afcec104cdbd0efa533db497dee552c5af70e1bc30fa4e5015e0bf087f91562', 'name': 'dash-marketing-hub-4', 'url': 'www.dashcentral.org/p/dash-marketing-hub-4', 'dw_url': 'https://www.dashcentral.org/p/dash-marketing-hub-4', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-marketing-hub-4#comments', 'title': 'Dash Marketing Hub Q2 2022', 'date_added': '2022-04-16 05:55:01', 'date_added_human': '1 year ago', 'date_end': '2022-07-11 02:35:41', 'voting_deadline': '2022-05-26 15:42:03', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 300, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 804, 'no': 84, 'abstain': 13, 'order': 33, 'comment_amount': 21, 'owner_username': 'the_desert_lynx'}",6afcec104cdbd0efa533db497dee552c5af70e1bc30fa4e5015e0bf087f91562,2022-04-16 05:55:01,2022-05-26 15:42:03,True,804,84,13,901,300.0,2022
33,"{'hash': '2c2c18f05928d74883de0c6d03a8c8b33c449852537cc600cc1705c0d33a0962', 'name': 'dash-incubator-2022-q2', 'url': 'www.dashcentral.org/p/dash-incubator-2022-q2', 'dw_url': 'https://www.dashcentral.org/p/dash-incubator-2022-q2', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-incubator-2022-q2#comments', 'title': 'Dash Incubator 2022 Q2', 'date_added': '2022-04-14 22:15:02', 'date_added_human': '1 year ago', 'date_end': '2022-07-11 01:27:43', 'voting_deadline': '2022-05-26 15:42:03', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 600, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 849, 'no': 30, 'abstain': 7, 'order': 34, 'comment_amount': 2, 'owner_username': 'rion'}",2c2c18f05928d74883de0c6d03a8c8b33c449852537cc600cc1705c0d33a0962,2022-04-14 22:15:02,2022-05-26 15:42:03,True,849,30,7,886,600.0,2022
34,"{'hash': '0d9db8cb03ed09268058aa6347892f28a94a4ca631a117866a0a719d448ae738', 'name': 'DCG-platform-audit', 'url': 'www.dashcentral.org/p/dcg-plat-audit-apr-may', 'dw_url': 'https://www.dashcentral.org/p/DCG-platform-audit', 'dw_url_comments': 'https://www.dashcentral.org/p/DCG-platform-audit#comments', 'title': 'DCG Platform Code Security Audit Apr May', 'date_added': '2022-04-05 23:45:01', 'date_added_human': '1 year ago', 'date_end': '2022-06-11 03:07:58', 'voting_deadline': '2022-05-26 15:42:03', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 298, 'total_payment_count': 2, 'remaining_payment_count': 0, 'yes': 730, 'no': 8, 'abstain': 1, 'order': 35, 'comment_amount': 0, 'owner_username': 'glennaustin'}",0d9db8cb03ed09268058aa6347892f28a94a4ca631a117866a0a719d448ae738,2022-04-05 23:45:01,2022-05-26 15:42:03,True,730,8,1,739,298.0,2022
35,"{'hash': 'ef92c2b2206ee9d125285ac9a572633c3343ba4e96b9be2ef2f320563e620320', 'name': 'DCG-Core-Audit', 'url': 'www.dashcentral.org/p/dcg-core-audit-apr-may', 'dw_url': 'https://www.dashcentral.org/p/DCG-Core-Audit', 'dw_url_comments': 'https://www.dashcentral.org/p/DCG-Core-Audit#comments', 'title': 'DCG Core Code Security Audit Apr May', 'date_added': '2022-04-05 23:10:01', 'date_added_human': '1 year ago', 'date_end': '2022-06-11 03:16:06', 'voting_deadline': '2022-05-26 15:42:03', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 196, 'total_payment_count': 2, 'remaining_payment_count': 0, 'yes': 720, 'no': 12, 'abstain': 1, 'order': 36, 'comment_amount': 4, 'owner_username': 'glennaustin'}",ef92c2b2206ee9d125285ac9a572633c3343ba4e96b9be2ef2f320563e620320,2022-04-05 23:10:01,2022-05-26 15:42:03,True,720,12,1,733,196.0,2022
36,"{'hash': '1ff67f8114f91ebc2f3427945b0a3a22e8fc686d25a12d923591b7cb50825e0a', 'name': 'DashRemittancesElSalvadorCommunity', 'url': 'www.dashcentral.org/p/ElSalvadorCommunity', 'dw_url': 'https://www.dashcentral.org/p/DashRemittancesElSalvadorCommunity', 'dw_url_comments': 'https://www.dashcentral.org/p/DashRemittancesElSalvadorCommunity#comments', 'title': 'DASH Remittances El Salvador', 'date_added': '2022-03-17 11:15:01', 'date_added_human': '1 year ago', 'date_end': '2022-06-10 19:36:59', 'voting_deadline': '2022-04-26 11:03:31', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 31, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 770, 'no': 53, 'abstain': 14, 'order': 37, 'comment_amount': 9, 'owner_username': 'exitofinanciero2014'}",1ff67f8114f91ebc2f3427945b0a3a22e8fc686d25a12d923591b7cb50825e0a,2022-03-17 11:15:01,2022-04-26 11:03:31,True,770,53,14,837,31.0,2022
37,"{'hash': 'bc4a9067ab74f6a2ff2d4173115a67891414eacd0aacb78ba33c32a772732209', 'name': 'DIF-ongoing-funding-Mar-May', 'url': 'www.dashcentral.org/p/DIF-ongoing-funding-Mar-May', 'dw_url': 'https://www.dashcentral.org/p/DIF-ongoing-funding-Mar-May', 'dw_url_comments': 'https://www.dashcentral.org/p/DIF-ongoing-funding-Mar-May#comments', 'title': 'DIF Ongoing Funding March-May', 'date_added': '2022-03-15 16:15:02', 'date_added_human': '1 year ago', 'date_end': '2022-06-10 19:03:31', 'voting_deadline': '2022-04-26 11:03:31', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 300, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 738, 'no': 111, 'abstain': 28, 'order': 38, 'comment_amount': 5, 'owner_username': 'TheDIF'}",bc4a9067ab74f6a2ff2d4173115a67891414eacd0aacb78ba33c32a772732209,2022-03-15 16:15:02,2022-04-26 11:03:31,True,738,111,28,877,300.0,2022
38,"{'hash': '91d5352ab4a22371f7f10cee223786edda310e4a3dc67523ebb5a1027352fa7a', 'name': 'CTX-Q2-2022', 'url': 'www.dashcentral.org/p/CTX-Q2-2022', 'dw_url': 'https://www.dashcentral.org/p/CTX-Q2-2022', 'dw_url_comments': 'https://www.dashcentral.org/p/CTX-Q2-2022#comments', 'title': 'CTX.com Continued Development (Merchant Dash Payment Processing, Consumer On/Off-Ramp, Pricing Data, etc.)', 'date_added': '2022-03-15 01:10:01', 'date_added_human': '1 year ago', 'date_end': '2022-06-10 18:39:14', 'voting_deadline': '2022-04-26 11:03:31', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 180, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 723, 'no': 17, 'abstain': 29, 'order': 39, 'comment_amount': 14, 'owner_username': 'AshFrancis'}",91d5352ab4a22371f7f10cee223786edda310e4a3dc67523ebb5a1027352fa7a,2022-03-15 01:10:01,2022-04-26 11:03:31,True,723,17,29,769,180.0,2022
39,"{'hash': '47b9aa04c6e27a57164822104a5061b35df06070445e121a40020d52c3a5c4b5', 'name': 'dash-marketing-hub-supplemental-2', 'url': 'www.dashcentral.org/p/dash-marketing-hub-supplemental-2', 'dw_url': 'https://www.dashcentral.org/p/dash-marketing-hub-supplemental-2', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-marketing-hub-supplemental-2#comments', 'title': 'DashDirect VIrtual MasterCard Full Launch Advertising Campaign', 'date_added': '2022-03-12 22:10:01', 'date_added_human': '1 year ago', 'date_end': '2022-04-12 02:28:26', 'voting_deadline': '2022-04-26 11:03:31', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 300, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 659, 'no': 64, 'abstain': 18, 'order': 40, 'comment_amount': 14, 'owner_username': 'the_desert_lynx'}",47b9aa04c6e27a57164822104a5061b35df06070445e121a40020d52c3a5c4b5,2022-03-12 22:10:01,2022-04-26 11:03:31,True,659,64,18,741,300.0,2022
40,"{'hash': '98fd48b035a0798aaa643ac5314481438255bc2d892634ed373d789034eceae9', 'name': 'DIF-suplemental-funding-Feb', 'url': 'www.dashcentral.org/p/DIF-suplemental-funding-Feb', 'dw_url': 'https://www.dashcentral.org/p/DIF-suplemental-funding-Feb', 'dw_url_comments': 'https://www.dashcentral.org/p/DIF-suplemental-funding-Feb#comments', 'title': 'DIF February 2022 funding', 'date_added': '2022-02-15 20:55:01', 'date_added_human': '1 year ago', 'date_end': '2022-03-12 21:25:46', 'voting_deadline': '2022-03-27 06:24:59', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 750, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 842, 'no': 173, 'abstain': 0, 'order': 41, 'comment_amount': 9, 'owner_username': 'TheDIF'}",98fd48b035a0798aaa643ac5314481438255bc2d892634ed373d789034eceae9,2022-02-15 20:55:01,2022-03-27 06:24:59,True,842,173,0,1015,750.0,2022
41,"{'hash': '648146fd11976f5ba147b5bfb671d7cdb16c19ff75a1b09f04b73b34f8bf4871', 'name': 'CrowdNode-Mar2022-May2022', 'url': 'crowdnode.io/', 'dw_url': 'https://www.dashcentral.org/p/CrowdNode-Mar2022-May2022', 'dw_url_comments': 'https://www.dashcentral.org/p/CrowdNode-Mar2022-May2022#comments', 'title': 'CrowdNode March 2022 - May 2022', 'date_added': '2022-02-13 20:25:01', 'date_added_human': '1 year ago', 'date_end': '2022-05-11 11:08:09', 'voting_deadline': '2022-03-27 06:24:59', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 160, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 911, 'no': 155, 'abstain': 36, 'order': 42, 'comment_amount': 6, 'owner_username': 'CrowdNode'}",648146fd11976f5ba147b5bfb671d7cdb16c19ff75a1b09f04b73b34f8bf4871,2022-02-13 20:25:01,2022-03-27 06:24:59,True,911,155,36,1102,160.0,2022
42,"{'hash': '199f512ec7c370a46a88991bb03d5b8ac8c7b822fed4bbc9eafb74bdf361823d', 'name': 'DCG_Comp_Mar_Jun', 'url': 'www.dashcentral.org/p/DCG_Comp_Mar_Jun', 'dw_url': 'https://www.dashcentral.org/p/DCG_Comp_Mar_Jun', 'dw_url_comments': 'https://www.dashcentral.org/p/DCG_Comp_Mar_Jun#comments', 'title': 'Dash Core Group Compensation March - June', 'date_added': '2022-02-09 22:55:01', 'date_added_human': '1 year ago', 'date_end': '2022-06-10 05:07:25', 'voting_deadline': '2022-03-27 06:24:59', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 2473, 'total_payment_count': 4, 'remaining_payment_count': 0, 'yes': 1242, 'no': 189, 'abstain': 16, 'order': 43, 'comment_amount': 147, 'owner_username': 'glennaustin'}",199f512ec7c370a46a88991bb03d5b8ac8c7b822fed4bbc9eafb74bdf361823d,2022-02-09 22:55:01,2022-03-27 06:24:59,True,1242,189,16,1447,2473.0,2022
43,"{'hash': 'd3791ef7d17b066af8aca7b3d0cf0a4ad7d640e7a52e05877df56e170fe054a8', 'name': 'DCG_Infra_Mar_Apr', 'url': 'www.dashcentral.org/p/DCG_Infra_Mar_Apr', 'dw_url': 'https://www.dashcentral.org/p/DCG_Infra_Mar_Apr', 'dw_url_comments': 'https://www.dashcentral.org/p/DCG_Infra_Mar_Apr#comments', 'title': 'Dash Core Group Infrastructure Proposal March - April', 'date_added': '2022-02-09 21:10:02', 'date_added_human': '1 year ago', 'date_end': '2022-04-11 14:19:15', 'voting_deadline': '2022-03-27 06:24:59', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 494, 'total_payment_count': 2, 'remaining_payment_count': 0, 'yes': 1043, 'no': 195, 'abstain': 1, 'order': 44, 'comment_amount': 35, 'owner_username': 'glennaustin'}",d3791ef7d17b066af8aca7b3d0cf0a4ad7d640e7a52e05877df56e170fe054a8,2022-02-09 21:10:02,2022-03-27 06:24:59,True,1043,195,1,1239,494.0,2022
44,"{'hash': '5a6d71419d3e65cf82d91f6b24b1e96ef9a4ea55380d104d8229fd7117a0ac62', 'name': 'DIF-suplemental-funding-Jan', 'url': 'www.dashcentral.org/p/DIF-suplemental-funding-Jan', 'dw_url': 'https://www.dashcentral.org/p/DIF-suplemental-funding-Jan', 'dw_url_comments': 'https://www.dashcentral.org/p/DIF-suplemental-funding-Jan#comments', 'title': 'DIF January Suplemental Funding', 'date_added': '2022-01-16 22:00:02', 'date_added_human': '1 year ago', 'date_end': '2022-02-10 13:34:57', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 310, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 675, 'no': 67, 'abstain': 0, 'order': 45, 'comment_amount': 3, 'owner_username': 'TheDIF'}",5a6d71419d3e65cf82d91f6b24b1e96ef9a4ea55380d104d8229fd7117a0ac62,2022-01-16 22:00:02,2022-02-25 01:46:27,True,675,67,0,742,310.0,2022
45,"{'hash': 'd4ed9dc8637302b80c1f3d9e76271a8ed06dad789e0b77c408801792f4954090', 'name': 'dash-marketing-hub-supplemental', 'url': 'www.dashcentral.org/p/dash-marketing-hub-supplemental', 'dw_url': 'https://www.dashcentral.org/p/dash-marketing-hub-supplemental', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-marketing-hub-supplemental#comments', 'title': 'Dash Marketing Hub Supplemental Funding for DashDirect Virtual Card Launch', 'date_added': '2022-01-15 06:30:02', 'date_added_human': '1 year ago', 'date_end': '2022-02-10 12:50:05', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 100, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 537, 'no': 60, 'abstain': 28, 'order': 46, 'comment_amount': 15, 'owner_username': 'the_desert_lynx'}",d4ed9dc8637302b80c1f3d9e76271a8ed06dad789e0b77c408801792f4954090,2022-01-15 06:30:02,2022-02-25 01:46:27,True,537,60,28,625,100.0,2022
46,"{'hash': 'd5b39909e94609aa9d1581ed4cdd0c251c991eceba43c1473c652cbdc58c1f61', 'name': 'dash-marketing-hub-3', 'url': 'www.dashcentral.org/p/dash-marketing-hub-3', 'dw_url': 'https://www.dashcentral.org/p/dash-marketing-hub-3', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-marketing-hub-3#comments', 'title': 'Dash Marketing Hub Q1 2022', 'date_added': '2022-01-15 01:45:01', 'date_added_human': '1 year ago', 'date_end': '2022-04-11 03:30:36', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 100, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 925, 'no': 59, 'abstain': 12, 'order': 47, 'comment_amount': 6, 'owner_username': 'the_desert_lynx'}",d5b39909e94609aa9d1581ed4cdd0c251c991eceba43c1473c652cbdc58c1f61,2022-01-15 01:45:01,2022-02-25 01:46:27,True,925,59,12,996,100.0,2022
47,"{'hash': '37beb42dd0a6e60342cbca462d808e2adabcd03a13f681f3e4f9982e0b4e18bd', 'name': 'DashNext2022-1', 'url': 'www.dashcentral.org/p/DashNext2022-1', 'dw_url': 'https://www.dashcentral.org/p/DashNext2022-1', 'dw_url_comments': 'https://www.dashcentral.org/p/DashNext2022-1#comments', 'title': 'Dash Next 2022 Q1', 'date_added': '2022-01-13 08:45:02', 'date_added_human': '1 year ago', 'date_end': '2022-05-10 22:14:50', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 75, 'total_payment_count': 4, 'remaining_payment_count': 0, 'yes': 673, 'no': 125, 'abstain': 13, 'order': 48, 'comment_amount': 14, 'owner_username': 'Dash-Next'}",37beb42dd0a6e60342cbca462d808e2adabcd03a13f681f3e4f9982e0b4e18bd,2022-01-13 08:45:02,2022-02-25 01:46:27,True,673,125,13,811,75.0,2022
48,"{'hash': '24df11764398bad48954a1e242ff2f46945d982a578a7ffc66e4a175b8ef297c', 'name': 'dash-incubator-2022-q1', 'url': 'www.dashcentral.org/p/dash-incubator-2022-q1', 'dw_url': 'https://www.dashcentral.org/p/dash-incubator-2022-q1', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-incubator-2022-q1#comments', 'title': 'Dash Incubator 2022 Q1', 'date_added': '2022-01-13 01:00:01', 'date_added_human': '1 year ago', 'date_end': '2022-04-11 02:12:54', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 500, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 897, 'no': 46, 'abstain': 28, 'order': 49, 'comment_amount': 6, 'owner_username': 'rion'}",24df11764398bad48954a1e242ff2f46945d982a578a7ffc66e4a175b8ef297c,2022-01-13 01:00:01,2022-02-25 01:46:27,True,897,46,28,971,500.0,2022
49,"{'hash': '8a213fced14bfb0e2f4001aa9cf9f1ee56d10411dd9d289d4282a005a37d15fd', 'name': 'dash-text-q1-2022', 'url': 'www.dashcentral.org/p/dash-text-q1-2022', 'dw_url': 'https://www.dashcentral.org/p/dash-text-q1-2022', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-text-q1-2022#comments', 'title': ""Dash Text Q1 - Platform improvements with new commands - Dasherpay enhance with new look and community events -Valentine's and Carnival contests - Community activities and much more!"", 'date_added': '2022-01-07 19:25:01', 'date_added_human': '1 year ago', 'date_end': '2022-04-11 00:39:06', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 78, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 620, 'no': 101, 'abstain': 25, 'order': 50, 'comment_amount': 4, 'owner_username': 'DashText'}",8a213fced14bfb0e2f4001aa9cf9f1ee56d10411dd9d289d4282a005a37d15fd,2022-01-07 19:25:01,2022-02-25 01:46:27,True,620,101,25,746,78.0,2022
50,"{'hash': 'af1230a6ec73e9985212007059a908ab91aedabd8ccef91247d19e66d2fafe2e', 'name': 'Dash-Help-Q1-2022', 'url': 'www.dashcentral.org/p/Dash-Help-Q1-2022', 'dw_url': 'https://www.dashcentral.org/p/Dash-Help-Q1-2022', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-Help-Q1-2022#comments', 'title': 'Dash Help Q1 2022', 'date_added': '2022-01-07 01:55:01', 'date_added_human': '1 year ago', 'date_end': '2022-04-11 00:10:13', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 75, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 633, 'no': 80, 'abstain': 20, 'order': 1, 'comment_amount': 4, 'owner_username': 'DashHelp'}",af1230a6ec73e9985212007059a908ab91aedabd8ccef91247d19e66d2fafe2e,2022-01-07 01:55:01,2022-02-25 01:46:27,True,633,80,20,733,75.0,2022
51,"{'hash': '1a3ae3c890a24fc1086bc3f810695ae5d66aaf66b11e38ffdf8f79142daea6f0', 'name': 'DashElectrumJan2022', 'url': 'www.dashcentral.org/p/DashElectrumJan2022', 'dw_url': 'https://www.dashcentral.org/p/DashElectrumJan2022', 'dw_url_comments': 'https://www.dashcentral.org/p/DashElectrumJan2022#comments', 'title': 'Dash Electrum Support and Development Jan 2022', 'date_added': '2022-01-03 15:00:02', 'date_added_human': '1 year ago', 'date_end': '2022-04-10 22:45:13', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '188', 'in_next_budget': False, 'monthly_amount': 121, 'total_payment_count': 3, 'remaining_payment_count': 1, 'yes': 710, 'no': 511, 'abstain': 12, 'order': 2, 'comment_amount': 100, 'owner_username': 'akhavr'}",1a3ae3c890a24fc1086bc3f810695ae5d66aaf66b11e38ffdf8f79142daea6f0,2022-01-03 15:00:02,2022-02-25 01:46:27,False,710,511,12,1233,121.0,2022
52,"{'hash': 'b8da5043df3f06ad0a193c7a13994e57b65884f8ae6750bfa69639bcac9d7640', 'name': 'dash-masternode-tool-infr-and-doc-update', 'url': 'www.dashcentral.org/p/dash-masternode-tool-infr-and-doc-update', 'dw_url': 'https://www.dashcentral.org/p/dash-masternode-tool-infr-and-doc-update', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-masternode-tool-infr-and-doc-update#comments', 'title': 'Dash Masternode Tool - infrastructure and documentation update', 'date_added': '2021-12-31 12:35:01', 'date_added_human': '1 year ago', 'date_end': '2022-02-10 06:30:57', 'voting_deadline': '2022-02-25 01:46:27', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 53, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 813, 'no': 42, 'abstain': 1, 'order': 3, 'comment_amount': 8, 'owner_username': 'Bertrand256'}",b8da5043df3f06ad0a193c7a13994e57b65884f8ae6750bfa69639bcac9d7640,2021-12-31 12:35:01,2022-02-25 01:46:27,True,813,42,1,856,53.0,2022
53,"{'hash': 'e8a94419d7fb9d6969013e025fd1a01bfc5608f644db6d1f11af2fca484ba561', 'name': 'DashBrazilQ12022', 'url': 'www.dashcentral.org/p/BrazilQ12022', 'dw_url': 'https://www.dashcentral.org/p/DashBrazilQ12022', 'dw_url_comments': 'https://www.dashcentral.org/p/DashBrazilQ12022#comments', 'title': 'Brazil Community Partnerships & Business Dev. + Events +  Cripto City + Social Media Marketing + Video Interviews - Feb-May 2022', 'date_added': '2021-12-07 20:55:01', 'date_added_human': '1 year ago', 'date_end': '2022-04-10 11:42:07', 'voting_deadline': '2022-01-25 21:07:55', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 75, 'total_payment_count': 4, 'remaining_payment_count': 1, 'yes': 683, 'no': 132, 'abstain': 131, 'order': 4, 'comment_amount': 3, 'owner_username': 'BrazilCommunity'}",e8a94419d7fb9d6969013e025fd1a01bfc5608f644db6d1f11af2fca484ba561,2021-12-07 20:55:01,2022-01-25 21:07:55,True,683,132,131,946,75.0,2022
54,"{'hash': 'f480f6a06a7f587530df71fd0e4b05411ac56ce95126aaa68782d276f74fbd46', 'name': 'DIF-suplemental-funding-Nov', 'url': 'www.dashcentral.org/p/DIF-suplemental-funding-Nov', 'dw_url': 'https://www.dashcentral.org/p/DIF-suplemental-funding-Nov', 'dw_url_comments': 'https://www.dashcentral.org/p/DIF-suplemental-funding-Nov#comments', 'title': 'DIF Suplemental Funding (November)', 'date_added': '2021-11-18 16:05:01', 'date_added_human': '1 year ago', 'date_end': '2021-12-11 22:20:06', 'voting_deadline': '2014-01-19 02:50:11', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 400, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 738, 'no': 131, 'abstain': 5, 'order': 5, 'comment_amount': 7, 'owner_username': 'TheDIF'}",f480f6a06a7f587530df71fd0e4b05411ac56ce95126aaa68782d276f74fbd46,2021-11-18 16:05:01,2014-01-19 02:50:11,True,738,131,5,874,400.0,2014
55,"{'hash': 'e2e4329e50f7c369c24b70b9c555be1b7b351271ac8a92be27cc85c2263a0781', 'name': 'DIF-ongoing-funding-Nov-Jan', 'url': 'www.dashcentral.org/p/DIF-ongoing-funding-Nov-Jan', 'dw_url': 'https://www.dashcentral.org/p/DIF-ongoing-funding-Nov-Jan', 'dw_url_comments': 'https://www.dashcentral.org/p/DIF-ongoing-funding-Nov-Jan#comments', 'title': 'DIF ongoing funding Nov-Jan', 'date_added': '2021-11-18 14:35:02', 'date_added_human': '1 year ago', 'date_end': '2022-02-09 13:05:24', 'voting_deadline': '2021-12-26 16:29:23', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 300, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 893, 'no': 228, 'abstain': 7, 'order': 6, 'comment_amount': 10, 'owner_username': 'TheDIF'}",e2e4329e50f7c369c24b70b9c555be1b7b351271ac8a92be27cc85c2263a0781,2021-11-18 14:35:02,2021-12-26 16:29:23,True,893,228,7,1128,300.0,2021
